PATH  Rmax= 5.200,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
     1    2  12.000  index, nleg, degeneracy, r=  2.5527
      x           y           z     ipot  label      rleg      beta        eta
    1.805000    0.000000    1.805000   1 'Cu    '     2.5527  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527  180.0000    0.0000
     2    2   6.000  index, nleg, degeneracy, r=  3.6100
      x           y           z     ipot  label      rleg      beta        eta
    3.610000    0.000000    0.000000   1 'Cu    '     3.6100  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     3.6100  180.0000    0.0000
     3    3  48.000  index, nleg, degeneracy, r=  3.8290
      x           y           z     ipot  label      rleg      beta        eta
    1.805000    0.000000   -1.805000   1 'Cu    '     2.5527  120.0000    0.0000
    1.805000   -1.805000    0.000000   1 'Cu    '     2.5527  120.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527  120.0000    0.0000
     4    3  48.000  index, nleg, degeneracy, r=  4.3577
      x           y           z     ipot  label      rleg      beta        eta
    0.000000    0.000000   -3.610000   1 'Cu    '     3.6100  135.0000    0.0000
   -1.805000    0.000000   -1.805000   1 'Cu    '     2.5527   90.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527  135.0000    0.0000
     5    2  24.000  index, nleg, degeneracy, r=  4.4213
      x           y           z     ipot  label      rleg      beta        eta
    1.805000   -1.805000   -3.610000   1 'Cu    '     4.4213  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     4.4213  180.0000    0.0000
     6    3  48.000  index, nleg, degeneracy, r=  4.7633
      x           y           z     ipot  label      rleg      beta        eta
   -1.805000    0.000000    1.805000   1 'Cu    '     2.5527  150.0000    0.0000
    1.805000    1.805000    0.000000   1 'Cu    '     4.4213  150.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527   60.0000    0.0000
     7    3  96.000  index, nleg, degeneracy, r=  4.7633
      x           y           z     ipot  label      rleg      beta        eta
    3.610000   -1.805000    1.805000   1 'Cu    '     4.4213  150.0000    0.0000
    1.805000    0.000000    1.805000   1 'Cu    '     2.5527   60.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527  150.0000    0.0000
     8    2  12.000  index, nleg, degeneracy, r=  5.1053
      x           y           z     ipot  label      rleg      beta        eta
    3.610000    3.610000    0.000000   1 'Cu    '     5.1053  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     5.1053  180.0000    0.0000
     9    3  12.000  index, nleg, degeneracy, r=  5.1053
      x           y           z     ipot  label      rleg      beta        eta
    0.000000   -1.805000    1.805000   1 'Cu    '     2.5527  180.0000    0.0000
    0.000000    1.805000   -1.805000   1 'Cu    '     5.1053  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527    0.0000    0.0000
    10    3  24.000  index, nleg, degeneracy, r=  5.1053
      x           y           z     ipot  label      rleg      beta        eta
    0.000000    3.610000   -3.610000   1 'Cu    '     5.1053  180.0000    0.0000
    0.000000    1.805000   -1.805000   1 'Cu    '     2.5527    0.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527  180.0000    0.0000
    11    4  12.000  index, nleg, degeneracy, r=  5.1053
      x           y           z     ipot  label      rleg      beta        eta
    0.000000   -1.805000   -1.805000   1 'Cu    '     2.5527  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527    0.0000    0.0000
    0.000000    1.805000    1.805000   1 'Cu    '     2.5527  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527    0.0000    0.0000
    12    4  12.000  index, nleg, degeneracy, r=  5.1053
      x           y           z     ipot  label      rleg      beta        eta
   -1.805000   -1.805000    0.000000   1 'Cu    '     2.5527  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527  180.0000    0.0000
   -1.805000   -1.805000    0.000000   1 'Cu    '     2.5527  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527  180.0000    0.0000
    13    4  48.000  index, nleg, degeneracy, r=  5.1053
      x           y           z     ipot  label      rleg      beta        eta
   -1.805000    1.805000    0.000000   1 'Cu    '     2.5527  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527   60.0000    0.0000
    1.805000    0.000000    1.805000   1 'Cu    '     2.5527  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527   60.0000    0.0000
    14    4  12.000  index, nleg, degeneracy, r=  5.1053
      x           y           z     ipot  label      rleg      beta        eta
    1.805000    1.805000    0.000000   1 'Cu    '     2.5527    0.0000    0.0000
    3.610000    3.610000    0.000000   1 'Cu    '     2.5527  180.0000    0.0000
    1.805000    1.805000    0.000000   1 'Cu    '     2.5527    0.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527  180.0000    0.0000
    15    4  48.000  index, nleg, degeneracy, r=  5.1053
      x           y           z     ipot  label      rleg      beta        eta
   -1.805000    0.000000    1.805000   1 'Cu    '     2.5527  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527  120.0000    0.0000
   -1.805000   -1.805000    0.000000   1 'Cu    '     2.5527  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Cu    '     2.5527  120.0000    0.0000
